"offerId","categoryL1","categoryL2","categoryL3","categoryL4","categoryL5","categoryPath"
"ac22887","Electronics","Electronics Accessories","Computer Components","Input Devices","Memory Card Readers","Electronics > Electronics Accessories > Computer Components > Input Devices > Memory Card Readers"
"ac22901","Electronics","Electronics Accessories","Computer Accessories","Laptop Docking Stations","Empty","Electronics > Electronics Accessories > Computer Accessories > Laptop Docking Stations"
"ac22954","Electronics","Electronics Accessories","Computer Components","Input Devices","Graphics Tablets","Electronics > Electronics Accessories > Computer Components > Input Devices > Graphics Tablets"
"ac22955","Electronics","Electronics Accessories","Computer Components","Input Devices","Graphics Tablets","Electronics > Electronics Accessories > Computer Components > Input Devices > Graphics Tablets"
"ac22956","Electronics","Electronics Accessories","Computer Accessories","Tablet Computer Docks & Stands","Empty","Electronics > Electronics Accessories > Computer Accessories > Tablet Computer Docks & Stands"
"ac22957","Electronics","Electronics Accessories","Computer Accessories","Tablet Computer Docks & Stands","Empty","Electronics > Electronics Accessories > Computer Accessories > Tablet Computer Docks & Stands"
"ac22959","Electronics","Electronics Accessories","Computer Components","Computer System Cooling Parts","Empty","Electronics > Electronics Accessories > Computer Components > Computer System Cooling Parts"
"ac22960","Electronics","Electronics Accessories","Computer Components","Empty","Empty","Electronics > Electronics Accessories > Computer Components"
"ac22963","Electronics","Electronics Accessories","Computer Components","Empty","Empty","Electronics > Electronics Accessories > Computer Components"
"ac22966","Electronics","Electronics Accessories","Computer Components","Computer Power Supplies","Empty","Electronics > Electronics Accessories > Computer Components > Computer Power Supplies"
"ac22980","Electronics","Electronics Accessories","Computer Components","Storage Devices","Network Storage Systems","Electronics > Electronics Accessories > Computer Components > Storage Devices > Network Storage Systems"
"ac22981","Electronics","Electronics Accessories","Computer Components","Storage Devices","Network Storage Systems","Electronics > Electronics Accessories > Computer Components > Storage Devices > Network Storage Systems"
"ac22987","Luggage & Bags","Backpacks","Empty","Empty","Empty","Luggage & Bags > Backpacks"
"ac23011","Electronics","Communications","Telephony","Empty","Empty","Electronics > Communications > Telephony"
"ac23025","Electronics","Electronics Accessories","Computer Components","Storage Devices","Hard Drives","Electronics > Electronics Accessories > Computer Components > Storage Devices > Hard Drives"
"ac23034","Electronics","Audio","Audio Components","Headphones & Headsets","Empty","Electronics > Audio > Audio Components > Headphones & Headsets"
"ac23037","Electronics","Electronics Accessories","Computer Components","Input Devices","Mice & Trackballs","Electronics > Electronics Accessories > Computer Components > Input Devices > Mice & Trackballs"
"ac23038","Electronics","Electronics Accessories","Computer Accessories","Mouse Pads","Empty","Electronics > Electronics Accessories > Computer Accessories > Mouse Pads"
"ac23049","Electronics","Audio","Audio Components","Headphones & Headsets","Empty","Electronics > Audio > Audio Components > Headphones & Headsets"
"ac23108","Electronics","Electronics Accessories","Computer Components","Input Devices","KVM Switches","Electronics > Electronics Accessories > Computer Components > Input Devices > KVM Switches"
"ac23112","Electronics","Electronics Accessories","Computer Components","I/O Cards & Adapters","Video Cards & Adapters","Electronics > Electronics Accessories > Computer Components > I/O Cards & Adapters > Video Cards & Adapters"
"ac23157","Electronics","Video","Computer Monitors","Empty","Empty","Electronics > Video > Computer Monitors"
"ac23163","Electronics","Networking","Network Cards & Adapters","Empty","Empty","Electronics > Networking > Network Cards & Adapters"
"ac23197","Electronics","Electronics Accessories","Cables","Storage & Data Transfer Cables","Empty","Electronics > Electronics Accessories > Cables > Storage & Data Transfer Cables"
"ac23204","Electronics","Electronics Accessories","Computer Components","Computer System Cooling Parts","Empty","Electronics > Electronics Accessories > Computer Components > Computer System Cooling Parts"
"ac23222","Electronics","Video","Video Accessories","Television Parts & Accessories","TV & Monitor Mounts","Electronics > Video > Video Accessories > Television Parts & Accessories > TV & Monitor Mounts"
"ac23265","Electronics","Audio","Audio Components","Headphones & Headsets","Empty","Electronics > Audio > Audio Components > Headphones & Headsets"
"ac23268","Electronics","Electronics Accessories","Computer Components","Input Devices","Memory Card Readers","Electronics > Electronics Accessories > Computer Components > Input Devices > Memory Card Readers"
"ac23272","Electronics","Electronics Accessories","Adapters","Audio & Video Cable Adapters & Couplers","Empty","Electronics > Electronics Accessories > Adapters > Audio & Video Cable Adapters & Couplers"
"ac23279","Electronics","Electronics Accessories","Cables","Audio & Video Cables","Empty","Electronics > Electronics Accessories > Cables > Audio & Video Cables"
"ac23367","Electronics","Electronics Accessories","Computer Accessories","Laptop Docking Stations","Empty","Electronics > Electronics Accessories > Computer Accessories > Laptop Docking Stations"
"ac23373","Electronics","Electronics Accessories","Adapters","Audio & Video Cable Adapters & Couplers","Empty","Electronics > Electronics Accessories > Adapters > Audio & Video Cable Adapters & Couplers"
"ac23375","Electronics","Electronics Accessories","Adapters","Audio & Video Cable Adapters & Couplers","Empty","Electronics > Electronics Accessories > Adapters > Audio & Video Cable Adapters & Couplers"
"ac23396","Electronics","Electronics Accessories","Cables","Audio & Video Cables","Empty","Electronics > Electronics Accessories > Cables > Audio & Video Cables"
"ac23398","Electronics","Electronics Accessories","Cables","Audio & Video Cables","Empty","Electronics > Electronics Accessories > Cables > Audio & Video Cables"
"ac23409","Electronics","Electronics Accessories","Cables","Audio & Video Cables","Empty","Electronics > Electronics Accessories > Cables > Audio & Video Cables"
"ac23426","Electronics","Electronics Accessories","Cables","Network Cables","Empty","Electronics > Electronics Accessories > Cables > Network Cables"
"ac23432","Electronics","Electronics Accessories","Cables","Network Cables","Empty","Electronics > Electronics Accessories > Cables > Network Cables"
"ac23437","Electronics","Electronics Accessories","Cables","Network Cables","Empty","Electronics > Electronics Accessories > Cables > Network Cables"
"ac23460","Electronics","Video","Video Players & Recorders","Streaming & Home Media Players","Empty","Electronics > Video > Video Players & Recorders > Streaming & Home Media Players"
"ac23491","Electronics","Electronics Accessories","Computer Components","Empty","Empty","Electronics > Electronics Accessories > Computer Components"
"ac23496","Electronics","Electronics Accessories","Adapters","Audio & Video Cable Adapters & Couplers","Empty","Electronics > Electronics Accessories > Adapters > Audio & Video Cable Adapters & Couplers"
"ac23526","Electronics","Electronics Accessories","Computer Accessories","Empty","Empty","Electronics > Electronics Accessories > Computer Accessories"
"ac23528","Electronics","Electronics Accessories","Computer Components","Computer Backplates & I/O Shields","Empty","Electronics > Electronics Accessories > Computer Components > Computer Backplates & I/O Shields"
"ac23556","Electronics","Networking","Network Cards & Adapters","Empty","Empty","Electronics > Networking > Network Cards & Adapters"
"ac23561","Electronics","Networking","Network Cards & Adapters","Empty","Empty","Electronics > Networking > Network Cards & Adapters"
"ac23565","Electronics","Video","Video Players & Recorders","Digital Video Recorders","Empty","Electronics > Video > Video Players & Recorders > Digital Video Recorders"
"ac23577","Electronics","Audio","Audio Components","Headphones & Headsets","Empty","Electronics > Audio > Audio Components > Headphones & Headsets"
"ac23578","Electronics","Audio","Audio Components","Headphones & Headsets","Empty","Electronics > Audio > Audio Components > Headphones & Headsets"
"ac23588","Electronics","Electronics Accessories","Computer Components","Input Devices","Mice & Trackballs","Electronics > Electronics Accessories > Computer Components > Input Devices > Mice & Trackballs"
"ac23642","Electronics","Networking","Network Cards & Adapters","Empty","Empty","Electronics > Networking > Network Cards & Adapters"
"ac23647","Hardware","Tools","Screwdrivers","Empty","Empty","Hardware > Tools > Screwdrivers"
"ac23651","Electronics","Electronics Accessories","Computer Components","Storage Devices","Network Storage Systems","Electronics > Electronics Accessories > Computer Components > Storage Devices > Network Storage Systems"
"ac23657","Electronics","Electronics Accessories","Cables","Audio & Video Cables","Empty","Electronics > Electronics Accessories > Cables > Audio & Video Cables"
"ac23663","Electronics","Electronics Accessories","Cables","Audio & Video Cables","Empty","Electronics > Electronics Accessories > Cables > Audio & Video Cables"
"ac23668","Electronics","Electronics Accessories","Cables","Audio & Video Cables","Empty","Electronics > Electronics Accessories > Cables > Audio & Video Cables"
"ac23670","Electronics","Electronics Accessories","Cables","Audio & Video Cables","Empty","Electronics > Electronics Accessories > Cables > Audio & Video Cables"
